destination_id,destination_name,state,latitude,longitude,avg_cost,cost_category,best_season,avg_temp,precipitation,climate_type,popularity_score,safety_index,ratings_avg,total_reviews,adventure,beach,nature,nightlife,food,culture,sightseeing,trip_duration_days,family_friendly,solo_friendly,couple_friendly,recommended_for
166,Mahabaleshwar,Maharashtra,20.6129,90.3736,15879,Mid-range,Winter,18,73,Dry,57,65,4.8,40962,0,0,1,0,1,0,0,12,0,0,0,Budget
167,Mysore,Karnataka,12.67,85.3888,12375,Mid-range,Winter,20,287,Dry,76,99,4.6,15718,0,0,0,0,1,0,1,12,1,1,0,Couple
168,Mysore,Karnataka,12.378,88.7784,56483,Luxury,Summer,18,265,Dry,71,24,4.6,41610,0,0,0,0,1,0,1,6,1,1,1,Wildlife
169,Andaman,Andaman and Nicobar Islands,18.0395,73.623,36480,Luxury,Summer,34,352,Tropical,28,85,3.7,12501,0,1,0,0,0,0,0,9,1,1,0,Adventure
170,Haridwar,Uttarakhand,12.4535,71.8333,37120,Luxury,All-year,16,23,Tropical,35,44,3.6,9092,0,0,0,0,1,0,0,12,1,0,1,Luxury
171,Haridwar,Uttarakhand,21.425,85.1379,11715,Budget,Monsoon,9,89,Temperate,69,74,3.6,20634,0,0,0,0,0,0,1,9,1,1,1,Adventure
172,Hyderabad,Telangana,20.1056,84.4123,53223,Luxury,All-year,6,120,Temperate,58,74,4.4,40046,0,0,0,1,0,0,0,2,0,1,1,Luxury
173,Hyderabad,Telangana,24.8875,95.02,16618,Mid-range,Monsoon,28,118,Temperate,35,73,4.7,38450,0,0,0,1,0,0,0,7,1,1,0,Adventure
174,Amritsar,Punjab,28.6811,91.1737,22252,Mid-range,Monsoon,33,12,Dry,71,68,4.3,49867,0,0,0,0,0,1,1,3,1,0,0,Wildlife
175,Jaipur,Rajasthan,20.8532,78.6478,70820,Luxury,Monsoon,8,145,Cold,53,38,4.3,29924,0,0,0,0,0,1,0,4,1,0,0,Couple
176,Shimla,Himachal Pradesh,13.3847,77.741,19620,Mid-range,Summer,20,351,Dry,43,73,4.9,40479,0,0,0,0,1,0,0,2,1,0,1,Couple
177,Coorg,Karnataka,30.6634,73.1284,14523,Mid-range,All-year,27,389,Temperate,26,86,4.4,43982,1,0,1,0,1,0,0,10,1,0,1,Culture
178,Ooty,Tamil Nadu,20.5056,71.7254,8939,Budget,Monsoon,22,64,Dry,95,26,3.6,3928,0,0,0,0,0,0,1,5,1,0,1,Luxury
179,Vizag,Andhra Pradesh,21.257,84.5705,33699,Luxury,Monsoon,16,366,Dry,84,95,4.3,27859,0,1,0,0,0,0,1,7,1,1,1,Couple
180,Ranchi,Jharkhand,30.7733,80.257,9030,Budget,All-year,22,304,Tropical,64,65,3.5,40876,0,0,0,0,1,0,1,10,0,1,0,Nature
181,Pondicherry,Puducherry,13.0124,87.0501,14265,Mid-range,Summer,22,375,Cold,47,70,3.8,42583,0,1,0,0,1,0,0,12,0,0,1,Beach
182,Hyderabad,Telangana,32.0548,91.694,58013,Luxury,Monsoon,6,292,Dry,27,28,3.7,12447,0,0,0,1,1,0,0,10,1,0,0,Adventure
183,Rishikesh,Uttarakhand,28.161,79.0025,29087,Luxury,Monsoon,15,142,Dry,79,64,4.5,32550,1,0,0,0,0,0,1,2,1,0,1,Beach
184,Vizag,Andhra Pradesh,13.8423,95.2622,64940,Luxury,All-year,14,388,Temperate,29,64,3.7,32204,0,1,0,0,0,0,0,7,1,0,0,Beach
185,Haridwar,Uttarakhand,24.8892,96.5756,38111,Luxury,Winter,22,102,Temperate,36,40,4.2,34690,0,0,0,0,1,0,0,2,1,1,1,Culture
186,Ranchi,Jharkhand,26.0778,91.3,79651,Luxury,Monsoon,19,381,Tropical,95,95,4.6,6065,0,0,0,0,0,0,1,9,0,1,1,Couple
187,Haridwar,Uttarakhand,23.1135,83.3078,55573,Luxury,All-year,10,111,Tropical,79,74,3.7,24155,0,0,0,0,1,0,1,11,1,1,1,Nature
188,Guwahati,Assam,28.5172,87.8269,19199,Mid-range,All-year,14,225,Dry,57,25,4.8,34381,0,0,0,0,0,0,0,7,0,0,1,Adventure
189,Srinagar,Jammu and Kashmir,26.0283,74.6275,77053,Luxury,Monsoon,21,85,Dry,27,85,4.6,38835,1,0,0,0,0,0,0,4,1,0,1,Budget
190,Kanyakumari,Tamil Nadu,33.2003,69.9441,42974,Luxury,Monsoon,16,171,Cold,49,97,4.1,19827,0,1,0,0,0,0,0,4,1,1,0,Adventure
191,Kolkata,West Bengal,22.1599,69.2023,13771,Mid-range,Summer,32,130,Cold,35,36,4.2,30175,0,0,0,1,0,1,0,5,1,0,0,Wildlife
192,Ranchi,Jharkhand,14.5033,96.0298,74294,Luxury,All-year,9,230,Dry,70,33,4.9,34631,0,0,0,0,0,0,1,5,0,0,0,Culture
193,Mumbai,Maharashtra,20.2695,79.4888,31253,Luxury,Winter,13,107,Dry,72,55,4.2,38638,0,0,0,1,0,0,1,6,1,0,1,Nature
194,Manali,Himachal Pradesh,11.6324,75.0392,45141,Luxury,Monsoon,6,387,Cold,66,86,3.8,42738,1,0,1,0,1,0,1,9,1,0,1,Budget
195,Goa,Goa,12.4828,96.913,37236,Luxury,All-year,30,306,Tropical,76,83,3.8,1333,0,1,0,1,1,0,1,7,1,0,1,Nature
196,Srinagar,Jammu and Kashmir,30.4608,70.1946,20205,Mid-range,Summer,32,391,Temperate,41,20,4.4,36174,1,0,0,0,0,0,0,7,0,1,0,Adventure
197,Andaman,Andaman and Nicobar Islands,12.1644,94.3817,59307,Luxury,Summer,6,51,Cold,92,86,4.7,26932,0,1,0,0,0,0,1,5,1,1,0,Family
198,Delhi,Delhi,31.0879,77.4068,49860,Luxury,Winter,8,378,Tropical,44,21,4.3,15676,0,0,0,1,0,1,0,9,1,0,0,Nature
199,Delhi,Delhi,19.3629,71.6755,73559,Luxury,Winter,7,257,Dry,36,57,4.7,18684,0,0,0,1,1,1,0,8,1,0,0,Wildlife
200,Darjeeling,West Bengal,11.5572,92.7334,23016,Mid-range,Summer,15,18,Dry,28,29,4.7,16965,0,0,1,0,0,0,0,2,0,0,0,Luxury
201,Bodh Gaya,Bihar,26.2991,85.2867,26699,Luxury,Summer,15,312,Dry,26,43,4.4,32239,0,0,0,0,0,1,0,3,1,1,1,Adventure
202,Goa,Goa,33.1321,94.9478,71946,Luxury,Summer,27,394,Temperate,21,52,3.6,38052,0,1,0,1,0,0,0,11,1,0,1,Couple
203,Andaman,Andaman and Nicobar Islands,17.7269,81.8617,8818,Budget,Summer,25,337,Cold,52,74,3.7,28773,0,1,0,0,1,0,0,8,1,0,1,Couple
204,Vizag,Andhra Pradesh,15.8309,86.1003,6241,Budget,Summer,30,247,Cold,100,65,4.5,39651,0,1,0,0,0,0,1,2,1,1,0,Adventure
205,Pondicherry,Puducherry,22.8734,75.5816,28243,Luxury,Summer,20,371,Cold,85,28,4.5,26193,0,1,0,0,1,0,1,2,1,0,1,Spiritual
206,Shimla,Himachal Pradesh,33.5019,89.0129,79851,Luxury,Winter,28,320,Tropical,59,69,4.7,44333,0,0,0,0,1,0,0,10,1,0,1,Adventure
207,Srinagar,Jammu and Kashmir,10.2214,90.2515,49485,Luxury,Winter,8,43,Cold,50,51,4.2,49816,1,0,0,0,0,0,0,11,0,1,1,Luxury
208,Munnar,Kerala,25.4981,68.2577,46260,Luxury,All-year,8,35,Temperate,32,79,5.0,22888,0,0,1,0,1,0,0,10,1,1,0,Wildlife
209,Shimla,Himachal Pradesh,32.49,84.6871,18035,Mid-range,Monsoon,18,269,Temperate,59,63,4.0,31241,0,0,0,0,1,0,0,11,1,0,1,Budget
210,Coorg,Karnataka,30.7093,85.8901,4549,Budget,Winter,33,82,Dry,93,100,4.4,33921,1,0,1,0,0,0,1,11,1,0,0,Adventure
211,Jaipur,Rajasthan,25.0689,76.9804,51210,Luxury,Summer,26,13,Dry,60,78,4.1,41300,0,0,0,0,0,1,0,6,1,1,0,Budget
212,Kutch,Gujarat,27.5884,89.4618,52227,Luxury,Summer,35,27,Temperate,46,32,4.2,34127,0,0,0,0,1,0,0,8,0,0,0,Family
213,Ranchi,Jharkhand,18.7529,92.68,43287,Luxury,Winter,34,365,Cold,87,72,4.6,4180,0,0,0,0,0,0,1,8,0,0,0,Nature
214,Indore,Madhya Pradesh,26.3715,87.3933,39317,Luxury,Winter,7,92,Tropical,70,81,4.8,41603,0,0,0,0,0,0,1,2,0,1,1,Nature
215,Haridwar,Uttarakhand,15.6566,70.1753,10226,Budget,Monsoon,8,370,Temperate,74,59,4.7,24676,0,0,0,0,0,0,1,7,0,0,1,Budget
216,Lonavala,Maharashtra,19.621,90.8786,8260,Budget,Summer,33,250,Cold,98,25,3.9,16619,0,0,1,0,1,0,1,8,0,0,1,Luxury
217,Shimla,Himachal Pradesh,23.6994,90.9129,30789,Luxury,Winter,35,260,Cold,53,81,4.4,10839,0,0,0,0,0,0,0,9,1,1,1,Couple
218,Amritsar,Punjab,27.5718,73.2326,21275,Mid-range,Monsoon,21,400,Tropical,23,72,5.0,16436,0,0,0,0,0,1,0,11,0,1,1,Spiritual
219,Hampi,Karnataka,20.2541,91.4941,71239,Luxury,Winter,30,77,Temperate,62,88,5.0,26240,1,0,0,0,0,1,1,6,1,1,1,Culture
220,Mahabaleshwar,Maharashtra,21.5875,84.7184,4090,Budget,Winter,11,237,Cold,84,61,4.5,39603,0,0,1,0,1,0,1,6,1,0,0,Family
221,Kodaikanal,Tamil Nadu,16.5309,83.4582,40552,Luxury,Summer,15,70,Tropical,40,50,4.0,21143,0,0,1,0,0,0,0,2,1,0,1,Wildlife
222,Amritsar,Punjab,24.0551,89.0049,52869,Luxury,All-year,10,51,Tropical,39,79,3.5,14557,0,0,0,0,0,1,0,2,0,0,1,Budget
223,Mumbai,Maharashtra,19.0543,83.2371,62334,Luxury,Monsoon,14,318,Tropical,35,90,4.4,39105,0,0,0,1,0,0,0,2,1,1,1,Couple
224,Mysore,Karnataka,23.7368,72.0822,34073,Luxury,Summer,22,139,Temperate,49,76,4.8,34786,0,0,0,0,1,0,0,12,1,0,0,Adventure
225,Coorg,Karnataka,18.0564,87.459,72921,Luxury,Summer,33,199,Tropical,69,89,4.9,43642,1,0,1,0,0,0,1,2,0,0,0,Adventure
226,Ranchi,Jharkhand,17.4233,81.4887,4102,Budget,Summer,31,63,Dry,95,50,3.8,44550,0,0,0,0,0,0,1,9,0,0,0,Wildlife
227,Kodaikanal,Tamil Nadu,10.3162,81.9605,17433,Mid-range,All-year,24,191,Temperate,25,70,4.2,35486,0,0,1,0,0,0,0,6,1,0,1,Spiritual
228,Varanasi,Uttar Pradesh,24.1649,80.6709,17200,Mid-range,All-year,17,53,Dry,28,36,3.7,43067,0,0,0,0,0,1,0,9,1,1,1,Nature
229,Udaipur,Rajasthan,14.6992,93.3073,68996,Luxury,Summer,9,116,Dry,54,52,3.9,40080,0,0,0,0,0,1,0,10,1,1,1,Spiritual
230,Kanyakumari,Tamil Nadu,16.8676,81.6026,48671,Luxury,All-year,12,53,Temperate,37,76,4.0,22738,0,1,0,0,0,0,0,12,0,1,0,Family
231,Coorg,Karnataka,8.3679,70.883,76387,Luxury,Monsoon,23,344,Temperate,23,54,4.4,7380,1,0,1,0,0,0,0,5,0,1,1,Beach
232,Ranchi,Jharkhand,21.8573,74.3429,7318,Budget,Summer,35,175,Tropical,72,26,3.5,2421,0,0,0,0,1,0,1,11,0,0,1,Luxury
233,Kutch,Gujarat,20.3435,79.1182,61660,Luxury,All-year,9,72,Tropical,75,39,3.7,47074,0,0,0,0,1,0,1,11,0,1,1,Family
234,Shimla,Himachal Pradesh,22.1654,76.9887,42330,Luxury,Monsoon,14,63,Tropical,54,58,4.5,34722,0,0,0,0,0,0,0,3,1,0,1,Beach
235,Mysore,Karnataka,17.2879,85.6297,15638,Mid-range,Monsoon,32,350,Temperate,88,70,4.6,14332,0,0,0,0,1,0,1,10,1,1,1,Spiritual
236,Jaipur,Rajasthan,20.5965,84.8679,36390,Luxury,All-year,28,45,Dry,33,88,4.4,5254,0,0,0,0,0,1,0,5,0,0,1,Wildlife
237,Goa,Goa,29.7168,69.0026,30005,Luxury,Monsoon,24,87,Dry,95,89,4.2,43855,0,1,0,1,0,0,1,9,1,0,0,Spiritual
238,Varanasi,Uttar Pradesh,30.2137,81.9901,11201,Budget,All-year,11,288,Tropical,36,48,3.8,19914,0,0,0,0,0,1,0,6,1,0,0,Spiritual
239,Coorg,Karnataka,20.981,84.0433,43450,Luxury,Monsoon,13,289,Cold,67,67,4.9,11147,1,0,1,0,1,0,1,12,1,1,0,Family
240,Kodaikanal,Tamil Nadu,17.2486,69.3403,33314,Luxury,All-year,27,261,Dry,49,78,5.0,41942,0,0,1,0,0,0,0,2,1,0,1,Wildlife
241,Coorg,Karnataka,27.8327,92.228,66550,Luxury,All-year,35,321,Cold,21,84,4.1,42301,1,0,1,0,0,0,0,6,1,0,1,Couple
242,Kanyakumari,Tamil Nadu,20.4121,75.708,55966,Luxury,Winter,17,274,Tropical,82,54,3.9,4919,0,1,0,0,1,0,1,12,1,1,1,Family
243,Udaipur,Rajasthan,28.2431,86.5166,16582,Mid-range,Monsoon,14,180,Dry,30,27,3.7,35827,0,0,0,0,0,1,0,5,1,0,1,Culture
244,Goa,Goa,22.7708,90.6989,13221,Mid-range,Monsoon,13,211,Dry,58,65,4.2,31729,0,1,0,1,0,0,0,11,0,0,0,Adventure
245,Varanasi,Uttar Pradesh,22.0517,83.9404,18274,Mid-range,All-year,20,354,Temperate,68,32,4.4,16859,0,0,0,0,0,1,1,11,0,1,0,Beach
246,Mahabaleshwar,Maharashtra,21.0482,82.055,63691,Luxury,All-year,25,219,Tropical,83,67,3.6,42183,0,0,1,0,0,0,1,2,1,0,0,Culture
247,Guwahati,Assam,31.463,89.9966,29799,Luxury,All-year,16,77,Dry,33,37,4.8,28560,0,0,0,0,1,0,0,6,1,1,1,Beach
248,Mahabaleshwar,Maharashtra,18.2934,69.7955,29105,Luxury,Summer,35,361,Temperate,33,32,3.9,3664,0,0,1,0,0,0,0,9,0,1,1,Beach
249,Ooty,Tamil Nadu,27.1199,90.7252,62925,Luxury,Monsoon,32,29,Temperate,50,98,3.9,45537,0,0,0,0,1,0,0,12,1,1,1,Family
250,Coorg,Karnataka,23.0123,93.0572,44364,Luxury,Summer,35,240,Cold,61,32,4.3,25968,1,0,1,0,0,0,1,5,0,0,1,Wildlife
251,Guwahati,Assam,30.3635,86.5906,62682,Luxury,All-year,24,18,Temperate,84,78,3.7,26663,0,0,0,0,0,0,1,8,0,1,0,Spiritual
252,Udaipur,Rajasthan,9.7624,83.8097,20500,Mid-range,All-year,21,364,Dry,27,88,4.8,4447,0,0,0,0,1,1,0,9,1,1,0,Budget
253,Delhi,Delhi,31.9621,85.9902,31116,Luxury,All-year,33,353,Tropical,86,79,3.9,2439,0,0,0,1,1,1,1,10,1,1,1,Culture
254,Guwahati,Assam,12.3012,87.6516,18986,Mid-range,Summer,32,305,Cold,21,99,4.9,35170,0,0,0,0,0,0,0,6,1,0,1,Budget
255,Rishikesh,Uttarakhand,26.227,81.8686,4990,Budget,Winter,26,143,Temperate,57,44,3.8,22867,1,0,0,0,1,0,0,11,1,0,1,Spiritual
256,Hampi,Karnataka,32.3274,78.9026,68024,Luxury,Monsoon,16,14,Tropical,50,36,4.7,24530,1,0,0,0,0,1,0,7,1,1,0,Wildlife
257,Mysore,Karnataka,23.273,88.4711,70563,Luxury,Summer,18,312,Tropical,87,78,4.7,42822,0,0,0,0,0,0,1,5,0,1,0,Luxury
258,Rishikesh,Uttarakhand,23.0491,77.6432,14227,Mid-range,Summer,30,33,Tropical,99,21,4.9,4647,1,0,0,0,0,0,1,11,1,0,1,Couple
259,Srinagar,Jammu and Kashmir,24.6938,84.3925,41800,Luxury,Monsoon,27,67,Temperate,99,59,4.2,8437,1,0,0,0,0,0,1,12,1,1,1,Wildlife
260,Lonavala,Maharashtra,20.5938,78.904,9894,Budget,All-year,28,208,Tropical,39,50,4.3,17197,0,0,1,0,1,0,0,8,0,1,1,Spiritual
261,Gangtok,Sikkim,24.5792,72.3326,11922,Budget,Summer,17,292,Tropical,34,37,4.5,16994,0,0,0,0,1,0,0,2,0,1,1,Wildlife
262,Munnar,Kerala,22.2826,72.3401,34890,Luxury,All-year,30,255,Dry,66,86,4.1,30368,0,0,1,0,0,0,1,12,1,0,1,Wildlife
263,Delhi,Delhi,23.7367,69.3488,6925,Budget,Winter,7,372,Tropical,62,48,4.1,20763,0,0,0,1,0,1,1,4,1,1,1,Adventure
264,Munnar,Kerala,21.0521,71.8856,30589,Luxury,Winter,19,107,Temperate,69,22,4.7,9587,0,0,1,0,1,0,1,5,0,0,1,Budget
265,Darjeeling,West Bengal,33.7505,68.0289,16578,Mid-range,Summer,25,328,Tropical,39,44,4.0,16438,0,0,1,0,0,0,0,8,1,0,0,Family
266,Puri,Odisha,15.6219,91.3628,30284,Luxury,Winter,14,330,Dry,85,65,3.8,29242,0,0,0,0,0,0,1,6,0,0,0,Adventure
267,Hampi,Karnataka,31.3718,88.8188,73660,Luxury,Winter,10,305,Dry,32,61,3.9,6844,1,0,0,0,0,1,0,10,1,1,1,Couple
268,Vizag,Andhra Pradesh,25.4422,86.0065,28197,Luxury,Summer,21,251,Dry,85,47,3.7,27623,0,1,0,0,0,0,1,8,1,1,1,Luxury
269,Munnar,Kerala,8.0975,82.8259,57907,Luxury,All-year,24,88,Cold,29,41,4.2,700,0,0,1,0,0,0,0,3,1,1,1,Adventure
270,Guwahati,Assam,9.1891,75.2524,33736,Luxury,Monsoon,20,284,Dry,84,34,4.0,32471,0,0,0,0,0,0,1,3,1,0,0,Culture
271,Guwahati,Assam,24.7777,90.1944,61876,Luxury,All-year,8,246,Tropical,74,86,4.5,3127,0,0,0,0,0,0,1,10,0,1,1,Luxury
272,Kutch,Gujarat,27.2614,79.6527,70826,Luxury,All-year,5,389,Tropical,30,69,4.0,24727,0,0,0,0,0,0,0,2,1,1,0,Beach
273,Delhi,Delhi,19.1495,90.6566,12242,Mid-range,Winter,18,15,Temperate,38,25,4.6,48305,0,0,0,1,0,1,0,7,0,0,1,Culture
274,Kodaikanal,Tamil Nadu,26.0156,81.1558,9874,Budget,Summer,31,58,Tropical,29,41,4.7,35925,0,0,1,0,0,0,0,4,0,0,1,Nature
275,Vizag,Andhra Pradesh,11.8587,93.1951,57520,Luxury,Summer,23,112,Dry,54,81,3.9,9175,0,1,0,0,0,0,0,12,1,0,0,Adventure
276,Mumbai,Maharashtra,14.565,90.1451,38169,Luxury,Summer,13,370,Dry,50,60,4.3,48893,0,0,0,1,1,0,0,2,0,0,1,Family
277,Puri,Odisha,31.3106,76.9386,38538,Luxury,All-year,8,349,Temperate,51,98,3.8,44513,0,0,0,0,0,0,0,7,1,0,0,Family
278,Alleppey,Kerala,29.1446,77.3204,60254,Luxury,All-year,30,132,Temperate,38,71,4.8,30379,0,0,0,0,0,0,0,8,0,1,0,Luxury
279,Shimla,Himachal Pradesh,9.9753,91.0177,77457,Luxury,Winter,27,289,Temperate,56,97,4.7,27109,0,0,0,0,0,0,0,2,1,1,0,Beach
280,Delhi,Delhi,26.044,94.8087,12699,Mid-range,Winter,16,120,Dry,26,90,3.8,38056,0,0,0,1,0,1,0,7,0,0,0,Budget
281,Vizag,Andhra Pradesh,17.7598,80.7285,65981,Luxury,Monsoon,9,278,Tropical,77,57,4.3,950,0,1,0,0,1,0,1,11,1,1,1,Luxury
282,Gangtok,Sikkim,18.7385,86.3346,54549,Luxury,Winter,5,278,Dry,50,70,5.0,30436,0,0,0,0,1,0,0,2,1,0,1,Culture
283,Manali,Himachal Pradesh,15.0313,73.2503,43695,Luxury,Monsoon,16,186,Cold,47,49,4.8,9398,1,0,1,0,0,0,0,9,0,0,1,Beach
284,Hampi,Karnataka,14.3946,77.9452,11510,Budget,Winter,26,146,Tropical,38,71,4.0,7342,1,0,0,0,1,1,0,4,1,0,1,Beach
285,Pondicherry,Puducherry,16.9932,92.8358,32486,Luxury,Summer,25,51,Tropical,33,63,4.7,24445,0,1,0,0,0,0,0,12,1,1,1,Adventure
286,Srinagar,Jammu and Kashmir,28.224,74.4444,61337,Luxury,Winter,17,10,Tropical,36,76,3.7,15465,1,0,0,0,1,0,0,8,1,0,1,Wildlife
287,Amritsar,Punjab,12.6211,79.1651,34166,Luxury,Monsoon,21,135,Cold,33,90,4.5,1056,0,0,0,0,0,1,0,6,1,0,1,Culture
288,Mumbai,Maharashtra,25.7609,76.474,31749,Luxury,Summer,10,202,Temperate,99,44,3.8,26497,0,0,0,1,1,0,1,8,0,1,0,Couple
289,Mumbai,Maharashtra,31.5984,91.6175,63717,Luxury,Winter,6,174,Temperate,30,99,4.8,37464,0,0,0,1,0,0,0,12,1,1,1,Nature
290,Ranchi,Jharkhand,27.7504,95.0428,44185,Luxury,Monsoon,34,310,Cold,25,55,4.8,38377,0,0,0,0,0,0,0,4,1,1,0,Couple
291,Guwahati,Assam,28.6737,88.9456,65220,Luxury,Winter,22,77,Tropical,75,36,4.4,14125,0,0,0,0,1,0,1,6,1,1,0,Culture
292,Puri,Odisha,32.6918,75.9761,37194,Luxury,All-year,32,261,Tropical,82,73,4.0,31649,0,0,0,0,1,0,1,7,1,0,1,Budget
293,Delhi,Delhi,13.2248,78.3117,66955,Luxury,Monsoon,33,242,Dry,71,60,4.9,14013,0,0,0,1,0,1,1,3,1,1,0,Nature
294,Mysore,Karnataka,25.0082,79.7894,45871,Luxury,All-year,25,296,Cold,36,74,3.7,38491,0,0,0,0,0,0,0,7,1,1,1,Wildlife
295,Kutch,Gujarat,15.9206,69.025,16182,Mid-range,Summer,34,152,Tropical,75,41,4.6,8784,0,0,0,0,0,0,1,9,1,0,1,Wildlife
296,Jaipur,Rajasthan,11.9041,92.3682,72453,Luxury,Summer,22,207,Temperate,68,71,4.5,38295,0,0,0,0,1,1,1,8,0,0,0,Adventure
297,Mahabaleshwar,Maharashtra,17.5328,81.8001,47609,Luxury,Winter,31,103,Temperate,93,34,3.9,46999,0,0,1,0,1,0,1,7,1,1,1,Nature
298,Kodaikanal,Tamil Nadu,20.5374,79.8175,72008,Luxury,Monsoon,6,51,Cold,38,84,4.0,44521,0,0,1,0,0,0,0,7,1,1,1,Couple
299,Hyderabad,Telangana,31.6304,74.5325,77104,Luxury,All-year,13,376,Cold,51,52,3.7,18724,0,0,0,1,1,0,0,7,0,1,1,Couple
300,Mahabaleshwar,Maharashtra,32.853,85.6745,54895,Luxury,Summer,24,211,Temperate,97,63,3.6,44043,0,0,1,0,0,0,1,6,1,0,1,Budget
301,Amritsar,Punjab,30.2023,85.2213,35627,Luxury,Summer,8,351,Cold,73,85,3.9,34388,0,0,0,0,0,1,1,10,1,1,0,Budget
302,Rishikesh,Uttarakhand,15.1737,86.908,39301,Luxury,Winter,28,362,Tropical,47,62,4.3,44200,1,0,0,0,0,0,0,9,0,1,1,Beach
303,Gangtok,Sikkim,29.4871,95.4174,41318,Luxury,Monsoon,25,100,Dry,60,41,4.9,44646,0,0,0,0,0,0,0,4,1,1,1,Family
304,Varanasi,Uttar Pradesh,11.4707,75.1692,29097,Luxury,Summer,15,178,Tropical,33,40,4.6,16291,0,0,0,0,1,1,0,7,0,0,0,Budget
305,Indore,Madhya Pradesh,13.1834,91.5116,79519,Luxury,All-year,13,236,Cold,59,94,4.8,25450,0,0,0,0,1,0,0,4,0,1,0,Culture
306,Kutch,Gujarat,21.4803,79.3807,71482,Luxury,All-year,16,271,Dry,37,83,3.6,19663,0,0,0,0,1,0,0,10,1,1,0,Spiritual
307,Kodaikanal,Tamil Nadu,13.7673,89.9984,44520,Luxury,Winter,14,185,Cold,91,23,3.7,941,0,0,1,0,1,0,1,2,1,1,0,Nature
308,Jaipur,Rajasthan,18.0777,94.8166,65545,Luxury,Winter,21,75,Tropical,76,57,4.4,30664,0,0,0,0,0,1,1,12,1,0,1,Spiritual
309,Mahabaleshwar,Maharashtra,19.2664,84.8212,43819,Luxury,Summer,12,166,Dry,76,60,3.8,25484,0,0,1,0,0,0,1,7,1,0,0,Couple
310,Ranchi,Jharkhand,12.8383,76.7147,79862,Luxury,Winter,25,227,Temperate,85,89,3.9,30897,0,0,0,0,0,0,1,6,1,1,1,Adventure
311,Udaipur,Rajasthan,27.4939,89.9664,31495,Luxury,All-year,25,79,Tropical,33,63,3.9,11504,0,0,0,0,1,1,0,11,0,0,1,Budget
312,Delhi,Delhi,21.3604,77.9065,37793,Luxury,Winter,19,266,Dry,70,80,3.7,41590,0,0,0,1,0,1,1,3,0,1,0,Culture
313,Kolkata,West Bengal,23.7781,76.4879,18862,Mid-range,Summer,35,204,Temperate,38,69,3.8,37500,0,0,0,1,0,1,0,10,0,1,1,Couple
314,Udaipur,Rajasthan,9.1898,92.6738,38222,Luxury,Monsoon,32,159,Tropical,31,83,4.6,36280,0,0,0,0,0,1,0,4,1,0,0,Couple
315,Puri,Odisha,24.8884,96.5836,46094,Luxury,All-year,29,98,Tropical,34,73,3.8,48206,0,0,0,0,1,0,0,6,0,0,0,Luxury
316,Kolkata,West Bengal,28.0101,82.9811,52316,Luxury,Winter,8,173,Dry,31,68,4.7,35703,0,0,0,1,0,1,0,2,1,0,1,Wildlife
317,Gangtok,Sikkim,17.6201,77.2493,42286,Luxury,Monsoon,22,50,Temperate,57,39,4.7,40177,0,0,0,0,0,0,0,2,0,0,1,Adventure
318,Delhi,Delhi,29.7417,82.2111,56322,Luxury,Winter,17,160,Tropical,67,94,4.5,23786,0,0,0,1,1,1,1,2,0,0,0,Family
319,Ranchi,Jharkhand,21.748,74.1105,22023,Mid-range,Winter,19,128,Cold,31,94,4.0,14243,0,0,0,0,0,0,0,7,0,1,1,Beach
320,Rishikesh,Uttarakhand,11.0466,81.1075,43738,Luxury,Winter,31,112,Dry,78,21,3.8,8446,1,0,0,0,0,0,1,7,1,0,1,Wildlife
321,Alleppey,Kerala,17.4902,93.4589,24735,Mid-range,Winter,16,108,Tropical,73,48,3.7,23402,0,0,0,0,1,0,1,8,1,0,0,Beach
322,Delhi,Delhi,22.2491,93.656,18807,Mid-range,Winter,5,369,Dry,24,63,4.3,34728,0,0,0,1,0,1,0,4,1,1,0,Nature
323,Kolkata,West Bengal,30.9364,75.3241,38230,Luxury,Winter,32,280,Cold,72,54,3.9,35350,0,0,0,1,0,1,1,7,1,1,1,Spiritual
324,Udaipur,Rajasthan,10.572,96.5551,31322,Luxury,Monsoon,20,52,Temperate,47,36,4.9,22094,0,0,0,0,0,1,0,2,1,0,0,Beach
325,Alleppey,Kerala,13.8168,78.9861,8832,Budget,Monsoon,19,384,Dry,80,39,4.0,36585,0,0,0,0,0,0,1,3,1,0,0,Spiritual
326,Mumbai,Maharashtra,18.4051,95.7933,9379,Budget,All-year,31,75,Cold,61,100,4.1,606,0,0,0,1,0,0,1,9,1,1,1,Family
327,Ladakh,Ladakh,17.4181,80.6314,12011,Mid-range,Winter,17,35,Tropical,52,40,4.9,46660,1,0,0,0,0,0,0,10,1,0,1,Luxury
328,Udaipur,Rajasthan,32.2526,89.8761,46523,Luxury,Monsoon,13,218,Temperate,93,54,4.9,529,0,0,0,0,0,1,1,12,1,0,0,Couple
329,Vizag,Andhra Pradesh,21.5029,92.3127,7896,Budget,Summer,25,366,Cold,84,40,4.0,19122,0,1,0,0,1,0,1,9,1,1,1,Family
330,Pondicherry,Puducherry,33.2895,85.9077,45486,Luxury,Summer,20,183,Temperate,98,38,3.9,19093,0,1,0,0,0,0,1,11,1,1,1,Beach
331,Alleppey,Kerala,17.8753,69.2078,41489,Luxury,Winter,21,370,Cold,83,66,3.9,31070,0,0,0,0,1,0,1,10,1,1,1,Couple
